RedJade Code,Green,Grassy,Cucumber,Tomato,Hay,Herbal,Mint,Woody,Pine,Floral,Jasmine,Rose,Honey,Fruity,Citrus,Lemon,Orange,Tropical,Berry,Peach,Apple,Sour,Fermented,Alcoholic,Winey,Rummy,Caramellic,Vanilla,Spicy,Coffee,Smoky,Roasted,Meaty,Nutty,Fatty,Coconut,Waxy,Dairy,Buttery,Cheesy,Sulfurous,Garlic,Earthy,Musty,Animal,Musk,Powdery,Sweet,Cooling,Sharp,Medicinal,Camphoreous,Metallic,Ozone,Fishy
ARL,0.3589,0.008,0.006,0.0,0.02,0.1198,0.0475,0.1244,0.002,0.3719,0.0489,0.082,0.026,0.24,0.068,0.01,0.01,0.04,0.008,0.0163,0.024,0.006,0.008,0.01,0.012,0.0119,0.01,0.042,0.2126,0.012,0.032,0.042,0.028,0.052,0.026,0.018,0.0567,0.008,0.0183,0.0,0.014,0.004,0.092,0.036,0.034,0.004,0.038,0.293,0.008,0.014,0.0031,0.006,0.024,0.026,0.004
RVX,0.12,0.006,0.004,0.026,0.02,0.022,0.026,0.062,0.0,0.0184,0.002,0.008,0.024,0.1004,0.004,0.004,0.002,0.012,0.01,0.008,0.008,0.004,0.024,0.008,0.01,0.006,0.12,0.008,0.066,0.116,0.034,0.242,0.11,0.3,0.032,0.168,0.0044,0.008,0.024,0.026,0.168,0.08,0.034,0.074,0.0,0.0,0.012,0.192,0.008,0.034,0.012,0.008,0.018,0.0,0.018
ESF,0.214,0.026,0.0,0.006,0.018,0.064,0.024,0.042,0.0,0.01,0.0,0.002,0.002,0.4137,0.0,0.0,0.0,0.028,0.01,0.0,0.0486,0.0351,0.074,0.144,0.074,0.0895,0.168,0.0,0.0302,0.09,0.008,0.0751,0.068,0.122,0.042,0.002,0.004,0.0675,0.09,0.056,0.0631,0.06,0.064,0.1042,0.002,0.0,0.006,0.234,0.0,0.05,0.006,0.01,0.006,0.002,0.0258
NGL,0.392,0.022,0.0,0.006,0.008,0.032,0.138,0.1208,0.008,0.034,0.0,0.006,0.006,0.0828,0.01,0.01,0.0,0.016,0.0048,0.002,0.004,0.006,0.016,0.004,0.002,0.042,0.1,0.002,0.0532,0.148,0.178,0.2596,0.202,0.274,0.034,0.006,0.0,0.002,0.014,0.01,0.1396,0.076,0.128,0.164,0.008,0.0,0.012,0.1581,0.01,0.018,0.066,0.0112,0.018,0.004,0.194
KRN,0.1478,0.002,0.0,0.0,0.024,0.0675,0.008,0.1281,0.006,0.3089,0.01,0.045,0.042,0.1661,0.012,0.002,0.07,0.019,0.03,0.004,0.0002,0.0,0.004,0.004,0.002,0.01,0.0303,0.098,0.2301,0.026,0.052,0.076,0.066,0.068,0.016,0.014,0.012,0.002,0.008,0.0039,0.042,0.002,0.076,0.01,0.024,0.012,0.1229,0.4655,0.0,0.012,0.0154,0.0057,0.048,0.006,0.004
GFG,0.1858,0.006,0.01,0.004,0.04,0.0935,0.024,0.0938,0.004,0.3084,0.028,0.048,0.08,0.2498,0.004,0.002,0.004,0.024,0.024,0.01,0.0181,0.016,0.002,0.004,0.014,0.012,0.066,0.066,0.1561,0.016,0.042,0.078,0.066,0.1,0.058,0.026,0.026,0.01,0.014,0.0138,0.028,0.01,0.072,0.046,0.086,0.016,0.05,0.4113,0.0,0.01,0.0714,0.012,0.012,0.004,0.024
EMF,0.202,0.004,0.0,0.008,0.12,0.074,0.052,0.128,0.018,0.166,0.01,0.018,0.108,0.162,0.022,0.012,0.0,0.012,0.012,0.0,0.012,0.004,0.006,0.004,0.012,0.008,0.062,0.058,0.184,0.044,0.084,0.1,0.058,0.2,0.024,0.014,0.006,0.008,0.012,0.004,0.036,0.016,0.122,0.072,0.038,0.002,0.13,0.4354,0.004,0.048,0.09,0.028,0.028,0.004,0.014
WAI,0.2689,0.022,0.0,0.01,0.034,0.2132,0.1691,0.282,0.068,0.1831,0.006,0.058,0.04,0.1565,0.1698,0.028,0.006,0.062,0.03,0.0064,0.01,0.006,0.002,0.0,0.004,0.008,0.018,0.01,0.1755,0.008,0.012,0.068,0.05,0.072,0.0514,0.008,0.02,0.012,0.008,0.0,0.054,0.004,0.09,0.024,0.03,0.004,0.016,0.2865,0.014,0.0211,0.05,0.0878,0.024,0.008,0.054
YXB,0.146,0.006,0.006,0.0,0.098,0.09,0.018,0.086,0.0,0.12,0.008,0.012,0.072,0.2158,0.02,0.002,0.006,0.02,0.028,0.006,0.016,0.01,0.004,0.002,0.026,0.018,0.1538,0.094,0.094,0.048,0.038,0.156,0.054,0.23,0.028,0.042,0.008,0.024,0.024,0.008,0.03,0.006,0.1,0.076,0.01,0.004,0.102,0.4081,0.006,0.016,0.052,0.0121,0.006,0.0,0.002
LMH,0.156,0.006,0.0,0.0,0.14,0.0731,0.0657,0.1244,0.022,0.168,0.004,0.02,0.086,0.1024,0.026,0.016,0.006,0.008,0.0044,0.004,0.01,0.006,0.002,0.002,0.0,0.006,0.058,0.178,0.3092,0.042,0.094,0.1,0.044,0.196,0.012,0.008,0.006,0.006,0.008,0.006,0.052,0.01,0.08,0.058,0.028,0.004,0.102,0.5122,0.004,0.048,0.08,0.0266,0.01,0.0,0.018
DRX,0.3328,0.01,0.008,0.004,0.02,0.1939,0.1215,0.1507,0.028,0.152,0.0268,0.074,0.022,0.2432,0.072,0.008,0.026,0.052,0.0146,0.0321,0.0287,0.01,0.042,0.03,0.006,0.024,0.034,0.004,0.0789,0.052,0.014,0.156,0.072,0.1683,0.0901,0.064,0.0632,0.024,0.0252,0.0177,0.056,0.0172,0.1668,0.11,0.026,0.002,0.004,0.204,0.016,0.014,0.014,0.0774,0.026,0.014,0.028
OBA,0.1957,0.004,0.016,0.006,0.03,0.084,0.042,0.0719,0.002,0.2037,0.006,0.008,0.032,0.478,0.014,0.002,0.016,0.078,0.058,0.0043,0.0803,0.01,0.046,0.01,0.062,0.042,0.1961,0.054,0.108,0.026,0.044,0.116,0.05,0.128,0.07,0.022,0.0137,0.02,0.0303,0.0,0.026,0.004,0.108,0.06,0.03,0.004,0.046,0.36,0.002,0.004,0.018,0.002,0.016,0.0,0.002
YPH,0.3252,0.036,0.0161,0.008,0.014,0.1537,0.1131,0.1,0.014,0.2052,0.014,0.098,0.016,0.2451,0.1089,0.0191,0.032,0.054,0.008,0.0025,0.012,0.0121,0.104,0.026,0.018,0.012,0.03,0.004,0.0689,0.014,0.014,0.058,0.064,0.062,0.085,0.024,0.0935,0.0259,0.0305,0.0309,0.086,0.044,0.1021,0.06,0.022,0.008,0.008,0.1797,0.042,0.004,0.018,0.026,0.048,0.004,0.0602
TWI,0.14,0.008,0.0,0.002,0.036,0.054,0.044,0.032,0.002,0.086,0.0,0.028,0.03,0.3698,0.012,0.0,0.0,0.148,0.012,0.0,0.028,0.04,0.016,0.002,0.008,0.0156,0.142,0.008,0.042,0.028,0.026,0.06,0.0304,0.0924,0.046,0.05,0.018,0.032,0.03,0.2158,0.038,0.008,0.0484,0.024,0.044,0.002,0.018,0.262,0.008,0.034,0.042,0.014,0.11,0.0,0.004
BXX,0.4215,0.008,0.0,0.004,0.002,0.1179,0.062,0.1359,0.0197,0.3802,0.032,0.172,0.042,0.3013,0.1249,0.03,0.0143,0.0643,0.034,0.012,0.048,0.0,0.01,0.012,0.018,0.014,0.034,0.016,0.0721,0.012,0.014,0.034,0.042,0.046,0.038,0.014,0.046,0.01,0.012,0.0079,0.046,0.008,0.082,0.028,0.024,0.01,0.048,0.3618,0.008,0.0214,0.02,0.038,0.06,0.014,0.0241
GOL,0.3394,0.012,0.004,0.016,0.028,0.089,0.058,0.11,0.012,0.281,0.05,0.114,0.038,0.3554,0.0825,0.02,0.012,0.082,0.028,0.022,0.042,0.004,0.008,0.006,0.02,0.008,0.0316,0.026,0.1054,0.048,0.01,0.11,0.136,0.074,0.0621,0.022,0.052,0.006,0.016,0.002,0.12,0.02,0.072,0.018,0.022,0.008,0.042,0.2775,0.008,0.0094,0.012,0.0144,0.048,0.01,0.008
RMP,0.1654,0.014,0.0,0.006,0.0375,0.0275,0.01,0.0845,0.004,0.032,0.002,0.008,0.008,0.1314,0.0075,0.002,0.002,0.016,0.014,0.006,0.0105,0.008,0.014,0.026,0.0265,0.022,0.216,0.026,0.102,0.102,0.04,0.398,0.074,0.492,0.038,0.018,0.006,0.002,0.036,0.016,0.044,0.004,0.076,0.094,0.004,0.0,0.014,0.372,0.004,0.012,0.028,0.006,0.02,0.0,0.022
HIX,0.2636,0.006,0.004,0.004,0.042,0.1076,0.052,0.0683,0.01,0.094,0.004,0.0245,0.026,0.3004,0.042,0.0,0.004,0.078,0.022,0.012,0.046,0.006,0.04,0.014,0.0325,0.026,0.0834,0.01,0.0562,0.03,0.012,0.1785,0.076,0.2473,0.08,0.0816,0.0378,0.036,0.048,0.042,0.0655,0.016,0.1055,0.07,0.016,0.0,0.01,0.2361,0.02,0.022,0.018,0.0214,0.03,0.002,0.02
KHQ,0.134,0.012,0.006,0.0,0.066,0.076,0.032,0.102,0.008,0.282,0.01,0.024,0.068,0.114,0.008,0.002,0.112,0.014,0.0158,0.0,0.002,0.002,0.0,0.0,0.004,0.002,0.038,0.116,0.2162,0.052,0.038,0.092,0.054,0.154,0.018,0.0598,0.01,0.002,0.002,0.0,0.02,0.002,0.07,0.034,0.036,0.002,0.108,0.4365,0.006,0.006,0.0471,0.014,0.014,0.016,0.006
MQG,0.2378,0.004,0.006,0.004,0.036,0.08,0.018,0.1112,0.004,0.2091,0.012,0.056,0.06,0.1955,0.006,0.0,0.022,0.016,0.01,0.01,0.0,0.012,0.016,0.004,0.008,0.008,0.03,0.048,0.1166,0.114,0.072,0.166,0.086,0.2,0.0361,0.036,0.048,0.008,0.014,0.01,0.09,0.01,0.164,0.096,0.052,0.0,0.058,0.3236,0.0,0.022,0.046,0.006,0.036,0.006,0.046
TYB,0.272,0.004,0.0023,0.024,0.016,0.122,0.044,0.034,0.0,0.04,0.006,0.004,0.018,0.56,0.06,0.002,0.004,0.126,0.052,0.0,0.1865,0.0362,0.052,0.092,0.1,0.038,0.103,0.01,0.024,0.02,0.006,0.072,0.046,0.162,0.0577,0.008,0.008,0.0515,0.124,0.0569,0.056,0.01,0.048,0.104,0.014,0.0,0.008,0.3791,0.008,0.054,0.014,0.01,0.0249,0.002,0.002
ROC,0.3607,0.032,0.01,0.0096,0.006,0.2465,0.102,0.106,0.016,0.1929,0.016,0.1146,0.018,0.3464,0.082,0.0138,0.0284,0.034,0.008,0.0065,0.024,0.01,0.17,0.036,0.02,0.0176,0.024,0.004,0.07,0.012,0.006,0.0402,0.0444,0.0718,0.1027,0.032,0.1088,0.0337,0.0225,0.022,0.0538,0.0296,0.1136,0.064,0.02,0.004,0.008,0.1925,0.07,0.01,0.02,0.018,0.024,0.008,0.014
LSB,0.3779,0.006,0.004,0.002,0.02,0.0719,0.024,0.0939,0.004,0.3079,0.034,0.1463,0.078,0.2712,0.03,0.01,0.024,0.036,0.014,0.008,0.0122,0.004,0.006,0.002,0.0103,0.01,0.0347,0.042,0.1525,0.068,0.036,0.09,0.048,0.084,0.014,0.006,0.076,0.006,0.004,0.0079,0.046,0.016,0.12,0.022,0.04,0.002,0.038,0.3898,0.002,0.016,0.02,0.007,0.104,0.02,0.018
ECM,0.232,0.016,0.0,0.002,0.038,0.1337,0.1034,0.1216,0.0257,0.132,0.002,0.026,0.064,0.3338,0.0625,0.004,0.0003,0.102,0.0396,0.008,0.038,0.0482,0.018,0.0,0.016,0.02,0.108,0.01,0.0757,0.014,0.02,0.036,0.022,0.09,0.1,0.05,0.066,0.034,0.044,0.1358,0.044,0.006,0.0564,0.0836,0.022,0.004,0.042,0.2879,0.018,0.062,0.026,0.0444,0.064,0.004,0.0001
RLK,0.2179,0.018,0.004,0.0178,0.04,0.0592,0.044,0.072,0.002,0.134,0.002,0.018,0.054,0.0961,0.0139,0.008,0.0,0.016,0.008,0.004,0.004,0.002,0.002,0.0,0.006,0.012,0.04,0.016,0.0579,0.096,0.078,0.212,0.104,0.218,0.0202,0.016,0.002,0.004,0.01,0.014,0.134,0.028,0.168,0.128,0.124,0.002,0.036,0.2864,0.012,0.028,0.058,0.0167,0.03,0.004,0.05
MNR,0.164,0.002,0.0,0.002,0.032,0.086,0.016,0.0738,0.002,0.14,0.01,0.008,0.012,0.2942,0.0,0.0,0.012,0.046,0.022,0.006,0.032,0.006,0.024,0.006,0.072,0.032,0.0883,0.096,0.12,0.052,0.076,0.262,0.072,0.284,0.012,0.01,0.012,0.016,0.02,0.0,0.056,0.014,0.164,0.1062,0.02,0.0,0.082,0.3701,0.002,0.018,0.072,0.0,0.008,0.004,0.006
EST,0.108,0.006,0.002,0.002,0.07,0.1017,0.016,0.0917,0.002,0.2064,0.01,0.006,0.038,0.116,0.008,0.0,0.006,0.012,0.01,0.002,0.008,0.0,0.004,0.0,0.01,0.006,0.032,0.162,0.172,0.062,0.074,0.158,0.15,0.174,0.024,0.05,0.012,0.01,0.008,0.006,0.066,0.014,0.086,0.056,0.082,0.0,0.15,0.468,0.002,0.008,0.07,0.012,0.004,0.004,0.012
HRN,0.1747,0.002,0.002,0.0,0.006,0.116,0.036,0.132,0.014,0.2761,0.0412,0.08,0.042,0.446,0.048,0.002,0.022,0.064,0.0894,0.0397,0.0495,0.034,0.042,0.012,0.062,0.014,0.018,0.066,0.102,0.014,0.004,0.026,0.02,0.026,0.0835,0.01,0.0933,0.054,0.066,0.056,0.006,0.0,0.026,0.006,0.016,0.026,0.0364,0.3768,0.036,0.002,0.004,0.016,0.014,0.004,0.0
YGH,0.3469,0.008,0.0003,0.042,0.002,0.0359,0.024,0.0299,0.002,0.03,0.0,0.004,0.004,0.4477,0.014,0.002,0.002,0.2,0.01,0.004,0.086,0.016,0.12,0.112,0.032,0.048,0.026,0.006,0.012,0.038,0.006,0.102,0.138,0.1203,0.0337,0.002,0.012,0.046,0.042,0.0769,0.2949,0.072,0.062,0.0689,0.004,0.002,0.0,0.2491,0.0,0.04,0.01,0.0019,0.024,0.0,0.016
KDR,0.392,0.0209,0.006,0.01,0.012,0.1332,0.11,0.072,0.012,0.1461,0.006,0.066,0.018,0.3511,0.0649,0.012,0.01,0.0583,0.012,0.006,0.04,0.014,0.102,0.058,0.046,0.0237,0.05,0.014,0.048,0.008,0.016,0.052,0.044,0.0907,0.0926,0.024,0.05,0.024,0.022,0.0545,0.0607,0.006,0.0712,0.0676,0.012,0.0,0.012,0.2141,0.034,0.0271,0.014,0.024,0.0395,0.004,0.02
CSF,0.132,0.004,0.002,0.006,0.0257,0.0537,0.022,0.0443,0.0,0.05,0.002,0.016,0.026,0.518,0.004,0.0,0.002,0.084,0.028,0.004,0.0992,0.018,0.012,0.012,0.03,0.068,0.252,0.008,0.042,0.07,0.008,0.13,0.09,0.188,0.044,0.012,0.008,0.0111,0.118,0.038,0.078,0.012,0.054,0.046,0.01,0.0,0.014,0.32,0.006,0.062,0.01,0.008,0.008,0.002,0.016
ENR,0.124,0.0,0.002,0.004,0.0495,0.0455,0.028,0.0485,0.002,0.068,0.004,0.004,0.038,0.4486,0.012,0.0,0.0,0.05,0.03,0.004,0.054,0.01,0.016,0.006,0.038,0.042,0.3947,0.012,0.034,0.084,0.014,0.132,0.056,0.1441,0.034,0.034,0.004,0.012,0.064,0.0079,0.058,0.0,0.052,0.0388,0.006,0.002,0.014,0.3928,0.012,0.024,0.026,0.004,0.008,0.002,0.004
PKM,0.5627,0.0177,0.03,0.01,0.01,0.09,0.018,0.0349,0.01,0.1955,0.012,0.102,0.016,0.481,0.136,0.0129,0.06,0.1,0.0165,0.024,0.1236,0.01,0.04,0.118,0.066,0.028,0.022,0.008,0.04,0.01,0.01,0.034,0.032,0.078,0.1453,0.02,0.1855,0.024,0.02,0.02,0.044,0.004,0.072,0.064,0.002,0.0,0.022,0.2233,0.002,0.0144,0.006,0.0,0.022,0.02,0.006
ELC,0.1517,0.01,0.002,0.002,0.104,0.0856,0.046,0.078,0.006,0.2172,0.012,0.03,0.074,0.2067,0.01,0.002,0.024,0.024,0.038,0.008,0.0102,0.008,0.004,0.002,0.02,0.006,0.08,0.14,0.1241,0.024,0.03,0.066,0.018,0.134,0.044,0.118,0.03,0.028,0.03,0.0079,0.028,0.002,0.052,0.03,0.016,0.016,0.134,0.4973,0.006,0.016,0.022,0.016,0.032,0.01,0.004
LMV,0.108,0.014,0.0,0.0,0.05,0.02,0.006,0.114,0.002,0.054,0.0,0.008,0.04,0.192,0.002,0.0,0.0,0.01,0.03,0.0,0.012,0.01,0.028,0.004,0.018,0.01,0.184,0.054,0.094,0.062,0.116,0.19,0.064,0.218,0.028,0.018,0.01,0.014,0.026,0.02,0.044,0.008,0.054,0.056,0.026,0.004,0.048,0.338,0.008,0.03,0.118,0.004,0.0,0.002,0.002
KBP,0.5357,0.03,0.026,0.0115,0.006,0.106,0.082,0.038,0.004,0.266,0.01,0.164,0.024,0.3634,0.074,0.006,0.03,0.068,0.01,0.006,0.046,0.036,0.074,0.062,0.05,0.012,0.042,0.006,0.0393,0.006,0.006,0.044,0.046,0.0747,0.1472,0.012,0.166,0.0297,0.032,0.054,0.068,0.0187,0.042,0.072,0.006,0.002,0.016,0.2446,0.096,0.034,0.004,0.008,0.0407,0.012,0.022
NMW,0.3671,0.02,0.02,0.0,0.022,0.2003,0.1455,0.2246,0.026,0.27,0.034,0.102,0.022,0.2291,0.1608,0.018,0.034,0.068,0.018,0.0107,0.016,0.002,0.008,0.006,0.002,0.0,0.018,0.004,0.0985,0.004,0.008,0.046,0.044,0.044,0.0661,0.02,0.0773,0.006,0.0067,0.002,0.056,0.002,0.0981,0.0277,0.022,0.016,0.026,0.2125,0.018,0.015,0.012,0.0501,0.052,0.02,0.008
ZBL,0.192,0.026,0.0,0.018,0.048,0.0292,0.028,0.1099,0.0032,0.13,0.004,0.022,0.016,0.1219,0.0267,0.004,0.0008,0.05,0.006,0.006,0.002,0.006,0.01,0.002,0.008,0.0,0.062,0.026,0.092,0.104,0.112,0.234,0.19,0.212,0.078,0.026,0.01,0.022,0.014,0.026,0.292,0.11,0.068,0.046,0.014,0.002,0.032,0.2608,0.0,0.036,0.056,0.006,0.024,0.004,0.03
DTB,0.082,0.0,0.0,0.0,0.004,0.094,0.012,0.254,0.002,0.278,0.01,0.048,0.032,0.2553,0.01,0.002,0.008,0.026,0.0656,0.004,0.046,0.008,0.014,0.014,0.014,0.02,0.054,0.072,0.474,0.006,0.19,0.046,0.034,0.026,0.016,0.0,0.01,0.014,0.0159,0.004,0.02,0.004,0.062,0.04,0.022,0.022,0.0406,0.3167,0.004,0.01,0.036,0.008,0.0,0.002,0.0
PKP,0.264,0.0139,0.004,0.008,0.024,0.0479,0.01,0.0399,0.002,0.2001,0.012,0.042,0.03,0.1513,0.018,0.0,0.012,0.03,0.014,0.004,0.0119,0.006,0.022,0.0,0.002,0.0,0.046,0.024,0.1981,0.09,0.03,0.124,0.124,0.142,0.036,0.014,0.024,0.024,0.008,0.0159,0.216,0.118,0.074,0.038,0.022,0.008,0.038,0.2592,0.0,0.0221,0.0694,0.002,0.03,0.03,0.018
ZKC,0.186,0.008,0.0,0.0,0.098,0.1682,0.0491,0.1045,0.0197,0.222,0.006,0.046,0.096,0.0704,0.018,0.01,0.04,0.012,0.0123,0.002,0.002,0.0,0.002,0.0,0.0,0.006,0.0102,0.04,0.1125,0.04,0.048,0.084,0.06,0.152,0.022,0.024,0.01,0.002,0.0,0.0,0.052,0.01,0.15,0.152,0.168,0.012,0.12,0.3679,0.008,0.002,0.128,0.1354,0.042,0.006,0.018
HJL,0.2011,0.014,0.004,0.008,0.016,0.1494,0.1621,0.1001,0.042,0.1011,0.004,0.038,0.008,0.2031,0.136,0.0471,0.006,0.0384,0.006,0.008,0.008,0.0,0.058,0.044,0.016,0.076,0.022,0.0,0.06,0.01,0.006,0.0731,0.104,0.0569,0.0429,0.008,0.034,0.018,0.002,0.0109,0.1289,0.056,0.0851,0.132,0.022,0.006,0.008,0.1372,0.07,0.016,0.054,0.0659,0.012,0.006,0.044
GRR,0.238,0.018,0.002,0.006,0.0377,0.0277,0.01,0.0503,0.002,0.04,0.0,0.012,0.004,0.4105,0.006,0.0,0.0,0.056,0.032,0.0,0.078,0.022,0.026,0.068,0.038,0.116,0.2044,0.01,0.05,0.092,0.012,0.1855,0.116,0.236,0.07,0.006,0.004,0.036,0.132,0.054,0.0895,0.006,0.074,0.07,0.0,0.002,0.022,0.36,0.002,0.086,0.006,0.002,0.012,0.002,0.026
SPQ,0.132,0.01,0.002,0.008,0.046,0.0317,0.024,0.094,0.002,0.054,0.004,0.008,0.07,0.1199,0.004,0.0,0.002,0.024,0.016,0.004,0.004,0.008,0.016,0.002,0.008,0.01,0.15,0.05,0.102,0.108,0.082,0.234,0.222,0.298,0.036,0.016,0.006,0.008,0.006,0.02,0.21,0.044,0.068,0.09,0.018,0.0,0.04,0.332,0.01,0.03,0.054,0.01,0.008,0.0,0.026
NCO,0.222,0.018,0.002,0.006,0.022,0.0299,0.016,0.084,0.002,0.032,0.0,0.002,0.004,0.3359,0.006,0.0,0.002,0.036,0.008,0.008,0.03,0.01,0.022,0.016,0.022,0.05,0.3008,0.006,0.044,0.212,0.004,0.362,0.16,0.358,0.034,0.02,0.006,0.016,0.164,0.024,0.074,0.01,0.072,0.118,0.002,0.0,0.016,0.386,0.002,0.02,0.016,0.002,0.002,0.002,0.028
BJH,0.362,0.028,0.006,0.016,0.016,0.12,0.094,0.096,0.018,0.156,0.014,0.07,0.01,0.348,0.0842,0.012,0.014,0.09,0.014,0.014,0.044,0.02,0.096,0.042,0.03,0.0227,0.0413,0.012,0.076,0.014,0.02,0.072,0.072,0.1326,0.0866,0.03,0.064,0.034,0.036,0.034,0.092,0.012,0.056,0.072,0.014,0.0,0.008,0.239,0.042,0.0238,0.016,0.0326,0.0567,0.008,0.022
CMA,0.3557,0.016,0.016,0.0,0.01,0.1273,0.062,0.1495,0.01,0.4003,0.208,0.108,0.002,0.4019,0.1479,0.0242,0.092,0.06,0.006,0.0646,0.0295,0.006,0.008,0.01,0.02,0.004,0.008,0.0,0.0519,0.004,0.002,0.008,0.016,0.032,0.178,0.114,0.1893,0.0435,0.02,0.006,0.014,0.0,0.074,0.024,0.014,0.008,0.01,0.1858,0.0047,0.0,0.002,0.024,0.038,0.044,0.004
SRY,0.1985,0.04,0.002,0.0,0.014,0.2804,0.0922,0.2058,0.026,0.31,0.056,0.078,0.024,0.2606,0.0574,0.012,0.006,0.0361,0.01,0.0282,0.0359,0.012,0.004,0.006,0.02,0.006,0.0239,0.004,0.2322,0.0019,0.006,0.006,0.01,0.026,0.064,0.06,0.1118,0.0401,0.0342,0.014,0.014,0.0,0.056,0.0278,0.12,0.012,0.02,0.199,0.0102,0.0066,0.006,0.0458,0.016,0.016,0.002
SKU,0.284,0.05,0.0,0.018,0.0149,0.0248,0.024,0.0491,0.0,0.016,0.0,0.004,0.002,0.3899,0.002,0.002,0.0,0.022,0.012,0.002,0.048,0.006,0.034,0.036,0.034,0.096,0.1408,0.002,0.0337,0.138,0.052,0.228,0.164,0.278,0.036,0.022,0.002,0.058,0.118,0.012,0.072,0.022,0.12,0.1577,0.0,0.0,0.002,0.35,0.0,0.056,0.004,0.0,0.008,0.0,0.0283
JVF,0.2,0.004,0.0,0.0,0.126,0.1117,0.1313,0.2424,0.0164,0.042,0.0,0.008,0.168,0.2834,0.024,0.016,0.002,0.064,0.0244,0.002,0.032,0.04,0.02,0.008,0.022,0.032,0.2147,0.008,0.063,0.0658,0.008,0.086,0.052,0.126,0.024,0.004,0.004,0.0201,0.036,0.024,0.056,0.01,0.0742,0.1847,0.012,0.002,0.028,0.4988,0.056,0.08,0.01,0.1053,0.01,0.002,0.006
JJF,0.194,0.0039,0.006,0.002,0.014,0.084,0.04,0.07,0.01,0.126,0.02,0.03,0.046,0.5979,0.0416,0.0,0.002,0.0821,0.044,0.018,0.1202,0.028,0.066,0.002,0.1602,0.024,0.112,0.02,0.05,0.014,0.01,0.048,0.046,0.068,0.056,0.024,0.03,0.036,0.058,0.024,0.054,0.002,0.032,0.022,0.02,0.01,0.024,0.326,0.004,0.0101,0.006,0.004,0.012,0.006,0.0
LIM,0.16,0.002,0.0,0.03,0.004,0.008,0.0235,0.0286,0.0,0.008,0.0,0.002,0.02,0.0726,0.002,0.0,0.0,0.02,0.0046,0.002,0.002,0.0,0.016,0.004,0.006,0.03,0.092,0.012,0.0329,0.298,0.064,0.462,0.506,0.29,0.052,0.002,0.002,0.01,0.01,0.016,0.342,0.094,0.088,0.072,0.0,0.0,0.006,0.122,0.002,0.01,0.006,0.0054,0.038,0.004,0.082
VOA,0.138,0.006,0.002,0.002,0.014,0.0687,0.012,0.032,0.004,0.4563,0.024,0.068,0.106,0.508,0.008,0.002,0.012,0.024,0.0795,0.014,0.012,0.002,0.004,0.002,0.036,0.018,0.0617,0.088,0.244,0.008,0.006,0.02,0.012,0.022,0.046,0.006,0.018,0.008,0.024,0.0037,0.008,0.006,0.026,0.0085,0.004,0.006,0.096,0.6417,0.0,0.002,0.006,0.0103,0.008,0.006,0.0
BRF,0.26,0.012,0.0,0.002,0.006,0.058,0.1941,0.0598,0.0019,0.036,0.004,0.0,0.068,0.6335,0.0282,0.024,0.002,0.066,0.06,0.012,0.064,0.1097,0.034,0.018,0.038,0.032,0.094,0.002,0.0835,0.004,0.002,0.014,0.066,0.076,0.05,0.01,0.016,0.106,0.04,0.168,0.078,0.008,0.0882,0.1075,0.014,0.0,0.01,0.202,0.036,0.0901,0.002,0.0359,0.006,0.002,0.0045
XMP,0.3345,0.018,0.008,0.008,0.012,0.1132,0.056,0.044,0.004,0.0951,0.004,0.02,0.014,0.3097,0.008,0.0091,0.004,0.074,0.022,0.012,0.06,0.006,0.062,0.048,0.036,0.026,0.0869,0.006,0.0794,0.054,0.014,0.176,0.0708,0.2179,0.0489,0.052,0.024,0.02,0.034,0.0329,0.0948,0.014,0.164,0.0818,0.01,0.0,0.014,0.214,0.022,0.024,0.012,0.01,0.018,0.008,0.018
PAW,0.3057,0.016,0.0,0.016,0.056,0.032,0.016,0.034,0.0,0.022,0.0,0.006,0.002,0.4276,0.02,0.002,0.002,0.074,0.024,0.0,0.06,0.01,0.116,0.13,0.054,0.1156,0.0807,0.004,0.03,0.01,0.004,0.05,0.085,0.068,0.042,0.004,0.028,0.044,0.122,0.03,0.08,0.014,0.0442,0.024,0.006,0.002,0.002,0.2659,0.002,0.032,0.036,0.002,0.0352,0.004,0.012
ZFC,0.288,0.024,0.0,0.006,0.028,0.034,0.01,0.048,0.0,0.068,0.01,0.01,0.002,0.224,0.004,0.0,0.01,0.04,0.012,0.0,0.018,0.004,0.026,0.004,0.036,0.036,0.07,0.034,0.052,0.088,0.044,0.39,0.076,0.468,0.044,0.02,0.004,0.006,0.026,0.004,0.056,0.014,0.156,0.09,0.016,0.0,0.024,0.26,0.002,0.022,0.036,0.002,0.022,0.004,0.012
UNF,0.122,0.012,0.0,0.006,0.048,0.042,0.02,0.08,0.0,0.02,0.0,0.006,0.01,0.18,0.006,0.0,0.0,0.026,0.014,0.002,0.012,0.024,0.024,0.024,0.024,0.054,0.216,0.002,0.102,0.112,0.048,0.204,0.102,0.404,0.052,0.024,0.002,0.024,0.07,0.008,0.08,0.014,0.022,0.14,0.008,0.004,0.006,0.4759,0.004,0.042,0.022,0.0,0.03,0.0,0.036
